51302530209,fdf,37,128
51302541917,gfa,18,193
51302569985,dff,270,181
51302587591,beg,7,192
51302590617,fce,147,216
51302614935,dcf,189,234
51302641161,fce,157,246
51302691951,abe,150,77
51302695235,fag,294,200
51302726986,ecf,210,140
51302731680,aae,184,30
51302738158,cfb,33,165
51302743496,acd,251,237
51302745201,aaf,134,127
51302767348,dea,280,240
51302819119,dba,27,39
51302856955,dbc,103,290
51302913013,dga,78,156
51302947637,bag,169,205
51302955208,bfb,182,175
51302980186,efb,12,92
51303003701,egb,28,99
51303041196,egf,20,150
51303050970,fcg,173,144
51303062170,dbe,286,5
51303094529,gfg,169,211
51303115544,dce,171,77
51303138420,agg,148,208
51303143361,cdb,197,250
51303152849,bda,85,323
51303163376,egg,72,9
51303205521,dea,208,225
51303225944,ccd,57,239
51303272956,ddc,174,293
51303281842,cae,150,294
51303295937,ddb,117,234
51303332056,eaf,184,31
51303345556,dda,58,145
51303345887,bcg,83,151
51303385093,eaa,271,226
51303392034,geb,90,114
51303435036,dgf,210,292
51303452122,ega,110,110
51303466681,dcd,281,273
51303473454,ecb,180,88
51303503749,bde,160,156
51303518877,acc,21,217
51303536304,ebf,143,35
51303580958,eeg,10,165
51303668209,fac,192,121
51303669718,caa,258,230
51303676315,gac,102,165
51303758482,ece,271,180
51303789573,dcc,20,128
51303790188,dcd,206,292
51303806360,beg,15,159
51303808275,bec,121,193
51303808900,ecg,40,290
51303809266,gdd,35,294
51303813295,gfc,237,141
51303847920,fff,22,85
51303910488,gbd,78,232
51303910652,ggb,282,92
51303995248,eda,189,270
51303996335,dcd,4,239
51304055756,fbf,218,311
51304076325,gce,223,210
51304098964,daa,14,203
51304101439,cga,199,12
51304162868,fdc,112,214
51304163823,fga,85,221
51304185776,aag,79,127
51304190623,caa,288,227
51304211825,acb,84,286
51304222351,aac,144,81
51304227975,gaa,170,289
51304239838,cbf,165,200
51304259152,cae,150,341
51304259897,cfe,104,166
51304313814,edf,31,227
51304314692,dff,104,161
51304344826,gfg,128,221
51304364443,ebd,187,166
51304384001,bcc,166,109
51304414172,aeg,39,75
51304425990,bbc,271,190
51304426153,edc,111,290
51304500812,bea,91,129
51304503280,cca,254,179
51304516188,ffg,235,219
51304572984,fab,100,17
51304587993,cbd,72,30
51304625791,bfd,263,145
51304660879,gca,206,199
51304700805,ddg,164,272
51304720771,agf,214,182
51304732652,gcb,98,175
51304743996,afd,31,297
51304749336,fbb,193,281
51304762634,bdb,110,195
51304793825,fad,98,144
51304814576,fga,18,196
51304846779,dfa,178,107
51304860040,ecf,153,120
51304875946,adb,251,6
51304876383,ded,156,21
51304910700,dfe,203,22
51304913560,edc,298,240
51304917856,bdb,219,204
51304921600,abb,167,146
51304927825,bdf,184,189
51304945410,bba,267,286
51304958065,afc,88,199
51304969383,gfg,90,207
51305106163,fca,250,130
51305178256,agc,198,18
51305189999,cbg,37,47
51305192490,gdg,99,52
51305199150,bab,246,41
51305213037,agd,74,34
51305213942,gbb,253,195
51305214431,acf,284,225
51305214484,gee,256,99
51305222426,fdc,194,184
51305256533,beb,135,24
51305268505,baf,16,16
51305276753,bgc,137,119
51305299008,fdg,106,20
51305309270,cgc,120,188
51305312369,dgc,81,233
51305327119,fba,161,234
51305355529,dcf,226,219
51305358787,age,285,192
51305360363,acg,100,178
51305361691,cea,84,232
51305411291,fde,81,213
51305428912,adg,62,147
51305433843,cea,117,197
51305506693,gec,143,163
51305537698,gcb,139,162
51305544987,bac,203,250
51305575688,dea,289,200
51305585450,egb,73,116
51305585744,dab,130,95
51305619343,eab,99,29
51305629110,dfe,106,24
51305642620,gff,268,229
51305653809,fae,212,185
51305662701,bfa,119,296
51305667393,abg,175,66
51305693395,ecb,280,94
51305701033,fcc,64,149
51305706180,eef,60,83
51305747263,fge,93,225
51305755897,dee,216,119
51305759214,dfa,184,98
51305778756,cbc,136,238
51305787892,fdc,233,193
51305826727,agb,148,130
51305844947,bga,86,148
51305861095,fea,156,180
51305866806,cab,12,259
51305873745,ced,87,260
51305935385,bab,177,47
51305959232,fed,42,88
51305964596,efd,65,122
51305976799,aca,90,18
51305980784,daf,36,196
51306008220,cec,291,133
51306121187,gfc,287,112
51306138276,cdd,274,161
51306139743,baa,12,187
51306145427,cdf,15,42
51306153381,cba,6,156
51306155022,dbd,244,210
51306163861,fad,16,133
51306169933,gee,283,110
51306181437,ecc,265,8
51306202104,dbf,36,24
51306212651,dcg,12,259
51306215247,dad,299,16
51306223139,ebb,164,118
51306232063,fbc,239,254
51306246196,gee,216,91
51306260313,abf,13,156
51306262450,cgb,34,130
51306266681,bcc,37,127
51306269231,ace,27,53
51306313083,afb,236,134
51306321487,gag,179,166
51306362469,dfg,186,165
51306375711,gce,59,222
51306387031,efd,268,140
51306405212,gbg,234,94
51306411389,bae,254,281
51306419845,gcd,275,19
51306443403,dbd,33,203
51306456356,fbg,132,29
51306472524,bba,248,268
51306478609,gbb,70,216
51306483966,ede,195,174
51306523737,ccg,116,257
51306535364,fbd,61,172
51306551227,cgb,177,144
51306586950,aac,202,93
51306590288,fbe,53,125
51306598271,dcg,138,256
51306620679,bbd,9,114
51306626526,ggf,234,201
51306628976,bcb,52,133
51306649266,dgb,17,170
51306663860,baf,266,15
51306665078,dfc,285,146
51306670845,edg,271,183
51306704860,fgc,242,100
51306708307,gca,62,171
51306716801,bbg,64,289
51306734418,gfb,130,178
51306735501,feg,130,43
51306767272,ade,125,111
51306771444,fce,76,255
51306772645,cba,253,156
51306784532,dbg,184,117
51306795653,eff,79,91
51306815803,aea,123,241
51306816303,fgg,2,143
51306819465,gcb,27,155
51306884915,fec,286,278
51306890563,ebc,169,276
51306892616,bbg,213,242
51306904251,ace,34,51
51306927918,fdb,250,125
51306940702,ced,74,306
51306955574,cgf,105,227
51306961118,dfc,118,159
51306998516,bcd,4,10
51307016055,bbd,179,102
51307029686,cce,37,65
51307048574,gdf,21,19
51307050433,ggd,54,188
51307066281,ggc,222,283
51307103941,cbe,217,69
51307129152,bdd,214,188
51307137575,dea,168,227
51307163463,abb,147,119
51307165465,gce,264,202
51307166869,aaa,231,28
51307180059,gbf,11,235
51307223914,dca,1,62
51307241573,aad,232,172
51307242690,ebg,128,47
51307272393,gba,118,70
51307275415,gad,19,218
51307295404,ada,132,48
51307311675,deb,226,263
51307333198,efe,236,200
51307340357,cee,149,294
51307351933,fcb,87,223
51307357672,dfd,287,49
51307379964,gdf,191,19
51307383242,eea,145,38
51307383252,fcg,169,133
51307388316,afg,146,71
51307395517,ebe,228,286
51307406157,egc,235,247
51307408795,gec,129,156
51307413495,fbd,129,137
51307420378,eba,190,255
51307431235,daa,106,168
51307450178,agc,167,17
51307479614,cge,19,221
51307489799,eag,151,146
51307490538,gba,68,81
51307491717,fea,26,185
51307493537,dff,244,128
51307508739,bag,61,190
51307509353,cfg,75,56
51307528871,feg,296,39
51307555971,cag,247,25
51307557199,dfb,241,56
51307584413,dda,94,134
51307587563,beg,196,173
51307591994,add,62,256
51307592721,ece,7,147
51307602172,aab,108,115
51307606586,gcc,82,287
51307620451,gef,109,95
51307622396,gab,221,220
51307626752,aeb,38,51
51307675951,dgc,125,226
51307687467,ccb,166,255
51307697717,afe,83,17
51307719363,ccd,119,279
51307727389,bgf,230,73
51307734931,ffb,3,216
51307735881,gcd,56,17
51307738552,fdd,174,189
51307757175,cdc,115,207
51307778018,eed,97,199
51307786852,gbe,231,298
51307791210,cbc,54,226
51307795027,dbb,244,205
51307800258,aff,67,92
51307806678,gdc,6,129
51307823751,ddf,268,249
51307824619,adc,256,198
51307826671,ecd,153,56
51307833649,dec,87,110
51307835772,bbf,90,23
51307835953,agd,35,32
51307848713,gcf,34,213
51307888390,eee,265,236
51307899176,eea,10,30
51307902752,ceg,64,56
51307908565,eeb,107,112
51307909614,gge,34,201
51307910392,bcf,46,165
51307934610,aad,44,173
51307961846,dca,15,58
51307965947,efd,250,145
51307997982,abg,257,66
51308001665,gda,25,253
51308015008,cfa,79,214
51308016275,bdd,59,191
51308026188,bdc,295,103
51308070089,def,2,188
51308074556,gcc,268,284
51308075114,cbe,157,55
51308083205,fca,251,148
51308102886,dba,270,45
51308115700,bdc,32,109
51308132155,faf,3,88
51308148913,aga,80,227
51308161590,cgd,285,16
51308168765,eeg,265,193
51308170652,gba,227,83
51308174188,bfc,156,191
51308178080,bad,271,248
51308179262,dge,264,204
51308185810,gde,169,82
51308207348,eda,36,272
51308221005,dda,269,129
51308226398,bgd,294,182
51308226755,gef,270,76
51308227565,bbg,103,273
51308230382,bfb,103,141
51308230442,eae,250,62
51308234941,ggf,248,217
51308269738,dbg,72,93
51308299630,cdg,288,41
51308305844,cfc,284,108
51308337859,bed,284,120
51308355633,abc,225,278
51308374295,bfd,163,136
51308380127,ffa,127,88
51308386255,fcc,123,141
51308395742,dec,104,101
51308397771,bef,64,240
51308413166,efc,212,253
51308436069,bgg,295,77
51308478998,gdd,108,241
51308503422,feb,207,122
51308531085,fgd,269,117
51308561237,eec,193,28
51308573109,gaf,247,224
51308585402,bbb,146,19
51308595047,bdg,61,187
51308606444,ggb,289,109
51308612547,eeg,13,189
51308623986,aef,285,280
51308632475,fee,179,102
51308632633,fga,200,215
51308636206,ggg,23,253
51308680474,aee,105,211
51308716836,bff,174,285
51308724738,ege,49,253
51308761705,aeg,115,81
51308773820,cda,75,44
51308806936,dbc,199,327
51308842640,efg,269,69
51308863226,aec,230,35
51308881353,dgd,256,157
51308884098,eac,122,185
51308911703,gcg,78,137
51308952953,beb,117,21
51308954298,cbf,287,170
51308963290,cbb,115,269
51308964191,eea,264,25
51308968533,efa,54,285
51308970329,gdg,235,61
51308984199,geg,161,294
51308985164,dcg,64,279
51309009948,ece,188,122
51309012034,ace,58,50
51309035278,egd,19,96
51309037379,gga,73,288
51309049342,cgg,19,153
51309052611,fac,207,123
51309093981,ebd,87,156
51309097775,adf,142,179
51309107883,fcd,57,16
51309133818,gdc,111,147
51309137082,egf,35,133
51309159397,cfd,219,247
51309178071,bfg,208,129
51309199963,gbc,59,89
51309212815,gea,216,225
51309263341,gfd,87,114
51309268900,cec,7,107
51309286366,bce,200,40
51309290489,fbf,266,261
51309292535,fef,80,185
51309298598,gfe,17,70
51309304945,dga,255,145
51309305173,dde,115,149
51309311557,cac,241,78
51309332574,gfa,122,167
51309356074,fde,201,202
51309363724,faa,79,58
51309364149,bge,261,146
51309373004,bee,137,287
51309391020,gbg,70,89
51309395086,bcc,236,133
51309405965,cdf,53,41
51309406054,fac,167,105
51309430229,fea,181,183
51309432677,aed,134,10
51309440478,deb,111,291
51309441459,acf,98,256
51309444451,dcc,212,117
51309463378,cfb,274,179
51309475426,gfe,6,81
51309500844,efg,244,55
51309505213,dcb,103,236
51309505604,ccc,56,270
51309505677,edb,223,20
51309515993,dgg,264,39
51309522010,deg,133,20
51309542235,ged,80,185
51309576779,aba,63,141
51309639826,edd,294,11
51309641847,dae,205,120
51309647404,fff,269,79
51309656860,cbg,235,38
51309688200,cfe,76,132
51309690210,ffd,186,237
51309703248,bae,57,255
51309707703,fgb,113,204
51309769852,gcd,98,18
51309808448,fda,159,215
51309810213,bca,120,129
51309810895,fgb,238,195
51309816376,eca,17,207
51309819099,fba,186,194
51309834987,ead,161,90
51309857441,dfb,125,55
51309859627,ceb,4,7
51309861063,cff,183,20
51309875872,cff,142,16
51309876509,bfe,172,308
51309876710,ccf,289,208
51309888831,gfa,140,153
51309889129,cde,264,37
51309916222,afa,223,177
51309930437,cef,70,220
51309943406,ddf,4,246
51309945326,fgf,180,25
51309946811,bbe,14,172
51309947238,fcb,177,196
51309952744,dag,225,171
51309953282,gae,165,129
51309958095,fgd,182,102
51309976888,dbc,70,376
51309989542,bga,98,152
51309998715,ddd,55,98
51310036167,ddf,216,196
51310062188,dac,268,5
51310090216,ade,55,112
51310096770,ade,269,133
51310157513,afa,18,173
51310186407,abb,228,97
51310196859,caf,260,19
51310207454,fdb,212,133
51310217246,abd,258,57
51310235378,acc,137,238
51310255083,dfd,225,54
51310270483,daa,22,174
51310286096,bda,121,287
51310288445,afb,127,134
51310293588,bdd,294,171
51310298421,afc,169,163
51310343493,abe,245,85
51310377819,eac,15,149
51310389202,dgg,140,34
51310391493,aga,22,251
51310404883,acd,97,265
51310408511,dee,116,126
51310435765,ccg,48,295
51310438867,aec,145,40
51310475734,age,1,188
51310489756,ebf,160,41
51310508206,geb,1,104
51310533279,fdf,83,152
51310544126,aaf,97,139
51310558896,bbe,262,165
51310601749,bbe,100,168
51310622709,gac,140,178
51310656976,efa,8,336
51310675935,age,126,212
51310721912,eac,166,162
51310732229,gdb,74,75
51310760191,eaa,103,268
51310764906,dac,39,5
51310773853,def,265,218
51310806496,bdb,122,214
51310816590,dad,229,16
51310843787,bac,112,245
51310868252,bgb,16,138
51310895511,efe,107,176
51310921057,aaf,62,144
51310931081,gff,116,245
51310941807,gfg,294,202
51310943851,bcg,128,152
51311012566,bgg,11,79
51311018295,bgb,36,115
51311059869,eab,155,30
51311075921,edf,244,202
51311077162,eaf,212,33
51311078115,ece,159,112
51311099520,ccb,30,280
51311123948,ddc,209,325
51311127203,acb,228,260
51311132067,ecf,50,118
51311153306,dfa,92,109
51311164169,gcf,172,170
51311187097,dfc,36,152
51311187279,gbd,66,218
51311201447,gfc,235,98
51311223047,bbc,52,191
51311226901,gfd,244,110
51311247319,fcf,175,291
51311268328,ecf,236,132
51311303030,bfa,44,298
51311323721,efb,26,102
51311349937,ffc,257,287
51311354417,cga,163,12
51311355678,dgf,35,335
51311363561,bea,9,150
51311392187,bfe,70,314
51311396783,bfa,63,342
51311441599,aef,135,305
51311476084,dcd,134,231
51311487782,acg,192,204
51311530904,aae,237,33
51311555357,cgg,299,157
51311577997,aec,200,32
51311604215,fag,263,227
51311615393,gcf,143,142
51311625739,agg,97,195
51311658067,ecf,67,135
51311659973,cca,85,187
51311662552,cde,216,32
51311673660,afc,151,163
51311713780,ffg,46,201
51311734313,efd,65,155
51311739868,dba,1,50
51311746139,gbb,30,205
51311746228,bfd,221,137
51311750151,dcg,112,309
51311752202,bde,133,135
51311806903,edc,293,264
51311807812,fgb,211,165
51311817188,abc,257,252
51311834969,fdd,85,221
51311844851,fff,296,83
51311848052,fdb,295,118
51311867118,cae,103,398
51311872893,aed,191,11
51311873683,ade,268,146
51311882643,dca,201,68
51311883007,gea,85,222
51311893831,aeg,160,65
51311900960,cad,285,101
51311941231,ecf,120,128
51312004918,fed,254,99
51312005898,cee,175,279
51312014550,agd,200,36
51312021245,fcf,236,291
51312047241,aga,239,266
51312064365,gdb,271,66
51312110724,aeg,222,76
51312112408,fbc,124,203
51312113619,caa,210,270
51312118324,gdf,194,17
51312120819,gaa,148,294
51312145183,aac,81,106
51312155127,ffe,283,189
51312172164,dfe,69,21
51312215816,ede,203,156
51312217768,agc,30,18
51312227065,baf,37,15
51312232603,gaa,98,267
51312235302,bdg,182,151
51312243956,fcf,27,285
51312249292,fge,235,256
51312278507,dfc,205,130
51312289556,ecc,31,9
51312300671,aag,291,109
51312318990,ebc,209,295
51312350468,fdg,13,18
51312359691,ede,184,143
51312374549,gge,103,182
51312375485,bag,3,205
51312381575,feg,11,42
51312389321,dbe,261,5
51312396288,gca,15,150
51312463305,adg,141,117
51312529849,cdb,152,260
51312538503,ega,81,107
51312553319,gbf,265,251
51312563338,gec,269,137
51312566093,cdb,199,234
51312582148,fbc,128,213
51312585518,fcb,126,207
51312589318,acd,225,257
51312606845,acf,87,263
51312620037,fbb,20,295
51312631406,beg,164,141
51312639487,ddd,84,109
51312659220,dge,208,226
51312672113,ecg,71,339
51312683113,gab,58,244
51312694687,eac,43,186
51312732181,ced,198,351
51312736225,afg,49,73
51312738315,dca,251,68
51312739362,fag,294,233
51312742985,daf,42,156
51312744299,ebb,285,121
51312758349,dff,30,143
51312760403,dea,178,233
51312788523,adb,276,5
51312805972,aeb,287,53
51312809865,fdc,217,194
51312841488,egb,6,120
51312846876,dcf,199,197
51312874480,ccg,223,303
51312896687,cdc,137,233
51312898004,dce,275,83
51312922450,afd,45,338
51312943305,fgc,283,81
51312956506,dba,173,59
51312962509,fdc,19,157
51312963575,egg,232,7
51312973003,eca,5,231
51312995887,bba,54,292
51313020908,eba,44,275
51313038959,gcf,133,156
51313048928,bfb,217,156
51313053927,cda,159,48
51313077516,edc,4,248
51313080236,aad,6,202
51313081887,dbb,95,229
51313085854,bdf,222,162
51313088789,ddb,250,201
51313091549,ddg,61,250
51313106304,baa,78,179
51313123403,cga,73,11
51313131991,ded,186,23
51313178858,eaa,8,214
51313180569,fac,253,107
51313182349,fbg,251,33
51313188138,aab,249,111
51313192548,bcf,8,151
51313222965,gad,122,252
51313234883,gag,251,154
51313237722,ccd,229,237
51313238803,dcb,295,273
51313253091,bca,220,125
51313253609,bed,263,116
51313282203,cdb,103,196
51313289472,fag,106,207
51313311257,egd,34,95
51313326659,fgg,67,141
51313369193,egf,77,147
51313369750,aee,228,189
51313379852,deg,262,16
51313381215,dda,209,134
51313381660,ead,235,96
51313425746,gee,118,105
51313440604,dee,246,100
51313440771,fab,221,15
51313453104,dde,5,137
51313486699,fef,8,199
51313518441,dfg,1,179
51313529426,eda,295,242
51313534982,bff,219,270
51313540499,fbg,135,36
51313608725,gdf,241,19
51313613346,dcb,161,242
51313627395,bec,107,169
51313639438,fca,20,170
51313658152,gfa,3,159
51313660886,ecg,268,284
51313667794,bcb,168,107
51313676677,cfd,175,251
51313682126,aac,212,102
51313687263,gfc,10,91
51313693060,gbe,130,303
51313696801,gbb,172,233
51313713543,ada,207,44
51313730521,fcc,23,166
51313748082,bge,8,154
51313748659,ggd,209,150
51313749417,bgc,56,113
51313775728,gcd,167,19
51313776560,bgd,280,185
51313840065,fgf,70,26
51313859852,cce,36,63
51313861276,agg,253,220
51313867736,abe,259,73
51313881440,aeb,138,60
51313909079,dcg,189,312
51313915050,afb,68,151
51313934347,gfd,89,93
51313981893,gfg,116,210
51313991998,eef,82,68
51314007024,dgb,62,164
51314020016,gfc,81,103
51314025456,bcg,164,176
51314027759,acg,158,193
51314033607,gcc,93,241
51314037301,cda,51,42
51314062080,cbd,87,25
51314077386,eag,91,122
51314079407,adf,267,159
51314106108,aaf,83,115
51314129880,cgb,53,159
51314136108,ecd,275,56
51314151398,cfd,271,208
51314161736,bfe,59,273
51314166416,bgc,289,126
51314234578,edg,86,214
51314242907,bbf,281,23
51314318218,agf,64,165
51314332808,ffd,12,270
51314335600,dga,271,152
51314336200,fbd,49,126
51314346991,cfc,144,106
51314364325,aca,214,17
51314382182,bfb,204,138
51314388994,dea,64,251
51314394695,cef,196,187
51314415736,ged,2,160
51314422876,ccc,8,318
51314445516,dab,2,98
51314459798,bga,76,180
51314477428,gfa,48,128
51314489450,eff,87,108
51314506192,cbe,158,47
51314530697,gbg,24,98
51314557296,cae,264,358
51314568809,bga,150,162
51314577940,acb,1,231
51314583565,gfa,184,104
51314583650,fcg,90,106
51314607723,gcb,149,148
51314642143,eab,221,33
51314659488,gag,92,178
51314681106,bbd,241,120
51314688470,cde,214,30
51314693450,cga,244,10
51314713696,cea,17,230
51314741912,bge,217,123
51314765907,afe,17,19
51314773323,ecg,254,266
51314775628,bdc,140,111
51314781548,fag,200,240
51314791402,bed,114,92
51314812275,ecb,15,95
51314834824,eed,192,171
51314878080,edc,164,250
51314885625,cgc,60,208
51314891166,egc,31,217
51314912522,dge,94,207
51314925624,dad,7,14
51314928698,fad,213,118
51314981152,abf,291,168
51315008951,eba,37,275
51315011263,ege,249,212
51315032643,cdb,11,190
51315047034,cgf,59,240
51315047946,gbc,201,103
51315051773,cge,166,240
51315060647,ebe,18,260
51315076622,ceg,272,54
51315086080,feb,176,130
51315119455,fae,129,188
51315122671,geb,74,106
51315141312,efc,179,301
51315165923,cda,160,40
51315173109,gcg,32,158
51315179203,ggd,37,162
51315254951,gce,52,238
51315261753,agb,270,133
51315263118,edd,235,9
51315270304,aec,299,33
51315270704,bge,187,124
51315274951,baf,87,15
51315330421,cbc,221,268
51315365179,dcf,19,230
51315368865,gac,122,192
51315388009,fec,277,286
51315391555,cbe,11,46
51315410465,cab,19,256
51315427267,ade,256,164
51315440710,fce,287,226
51315443935,dcb,95,212
51315465216,fde,226,177
51315489888,aac,135,103
51315507555,egb,164,104
51315511023,bab,46,42
51315526212,fge,289,279
51315528466,adc,34,168
51315529176,ede,8,115
51315543854,cca,100,205
51315544457,cbg,34,36
51315549074,aff,183,103
51315563917,gaa,107,218
51315579472,dgb,58,172
51315584487,baa,40,189
51315592739,add,28,204
51315600204,cdd,150,149
51315609814,gfb,199,194
51315613412,bgb,3,111
51315635205,bdc,259,123
51315658356,bcd,251,8
51315659056,eba,42,222
51315674447,fbf,21,258
51315674769,dgf,46,361
51315690670,dbf,170,24
51315698266,fcc,42,149
51315708473,daa,212,193
51315735013,bce,121,44
51315746551,afb,23,143
51315756279,bge,168,147
51315760884,aaa,131,27
51315798184,bbd,167,105
51315813748,fbe,49,100
51315815671,fdd,45,221
51315817637,ceg,88,63
51315837652,bdf,131,155
51315847326,aad,77,171
51315849207,gdg,59,57
51315862449,aag,268,101
51315868383,cbb,234,263
51315894524,eca,58,203
51315905813,ccf,16,191
51315907040,dfa,108,100
51315915716,cfd,92,214
51315946086,cdf,292,37
51315957893,gda,255,237
51315962719,gdb,118,60
51315996549,fda,116,223
51316015251,cfg,178,56
51316015664,eag,178,136
51316033457,bfc,14,191
51316033778,gde,140,74
51316034020,ggc,52,274
51316047975,afa,285,174
51316049970,aea,239,277
51316050977,dca,138,66
51316065416,bcf,122,120
51316092516,ccg,281,336
51316148762,agf,268,143
51316152074,gbe,82,354
51316174748,eae,177,63
51316176030,ecg,25,297
51316199621,dbd,239,221
51316206832,dfd,177,63
51316216924,cfe,264,150
51316231688,fed,108,94
51316242804,bae,57,247
51316244590,cgd,143,13
51316246284,ddd,234,103
51316251631,bdd,121,189
51316257150,egc,213,219
51316268223,dac,26,5
51316279398,aae,82,26
51316285874,fba,222,215
51316314768,ebf,138,39
51316333443,bfg,241,140
51316345445,aad,259,174
51316371933,gef,41,62
51316386886,gga,227,308
51316389547,aef,197,289
51316393994,cag,92,27
51316409968,eeg,156,217
51316419991,egb,213,119
51316427355,gee,277,108
51316443914,gfc,202,121
51316461077,acb,216,270
51316463707,cad,209,104
51316471407,cba,110,148
51316477152,edc,297,237
51316480133,ccg,127,319
51316480539,efa,227,285
51316483870,ega,54,125
51316530237,abd,289,62
51316533545,dce,178,71
51316568218,bbg,7,221
51316572683,aae,233,23
51316574733,bgb,256,94
51316588856,gcc,75,226
51316590846,ffe,11,181
51316594668,ebe,76,223
51316623878,ddb,243,190
51316655275,dae,212,141
51316658425,bfb,249,142
51316693793,gfa,142,123
51316702692,adg,200,111
51316734058,gbd,233,222
51316742036,gec,226,134
51316775812,fgc,235,89
51316786858,fda,37,200
51316802127,bdf,9,130
51316809084,gag,152,170
51316836546,cac,124,86
51316838599,fae,11,219
51316843143,dea,118,293
51316844157,fgd,147,87
51316844523,ace,20,53
51316848552,eeg,69,199
51316850193,cdg,284,45
51316864992,ebg,261,42
51316873857,fee,210,114
51316883102,cee,123,309
51316894600,bgf,207,58
51316909433,egd,182,100
51316920308,cec,197,103
51316924230,edd,274,10
51316932516,bdb,120,205
51316958165,ebd,218,148
51316972856,gdc,29,144
51316995573,dbb,18,240
51317003451,dgd,157,178
51317012306,gde,251,81
51317025279,gfg,20,170
51317036596,aga,75,284
51317057743,eeb,23,108
51317077239,gaf,22,190
51317085993,ggg,197,237
51317125145,agc,76,19
51317160865,edc,237,258
51317162179,fab,171,16
51317169560,bff,267,248
51317172584,bcc,12,148
51317179960,bef,210,283
51317211813,eec,153,26
51317212694,gfd,252,108
51317216387,dce,226,71
51317223756,dcd,236,251
51317249102,bad,167,208
51317249586,ged,26,158
51317256573,fbd,287,120
51317263345,cdg,224,50
51317295902,aac,129,98
51317302232,gba,82,76
51317302617,abb,270,81
51317303031,eag,283,142
51317307546,gda,169,279
51317318184,ada,270,43
51317321947,eeg,91,195
51317356398,dbg,132,95
51317381621,bbb,86,18
51317389594,ffb,126,231
51317406513,beb,238,17
51317406616,abg,292,75
51317415146,geg,97,329
51317422315,eee,11,278
51317426999,fea,37,201
51317455264,aef,49,245
51317459288,aaa,157,27
51317471000,ffa,130,82
51317479964,aba,57,163
51317480791,eff,84,102
51317483030,faf,165,95
51317527045,gge,121,163
51317612105,dcc,143,94
51317618168,baa,228,160
51317631000,fcd,193,16
51317639892,dgc,102,203
51317672597,dfg,35,198
51317676907,faa,63,51
51317724212,ecc,75,7
51317750951,dbc,27,304
51317757685,bdb,138,231
51317768476,ccc,140,283
51317773411,cfa,160,239
51317775540,gae,78,113
51317789118,ggf,94,227
51317824928,bfa,246,348
51317845645,def,283,235
51317872491,dde,203,115
51317889361,bee,292,229
51317921700,efe,88,177
51317934093,dbb,129,247
51317934811,eaa,265,220
51317951768,gba,219,79
51317972263,fae,126,216
51317973660,cba,224,161
51317991620,fga,276,178
51318010359,ffc,198,266
51318016382,cdb,280,161
51318028232,bcf,204,140
51318045417,fde,32,141
51318072248,bgg,104,86
